product,date,min,max,avg
Sarifa,2024-01-13,250.0,300.0,275.0
Avocado,2024-01-13,250.0,300.0,275.0
Amla,2024-01-13,70.0,80.0,76.67
Ginger,2024-01-13,150.0,160.0,155.0
Chilli Dry,2024-01-13,480.0,500.0,490.0
Chilli Green,2024-01-13,60.0,70.0,65.0
Chilli Green(Bullet),2024-01-13,60.0,70.0,65.0
Chilli Green(Machhe),2024-01-13,70.0,80.0,76.67
Capsicum,2024-01-13,80.0,90.0,86.67
Garlic Green,2024-01-13,100.0,120.0,110.0
Coriander Green,2024-01-13,100.0,120.0,110.0
Garlic Dry Chinese,2024-01-13,250.0,270.0,260.0
Garlic Dry Nepali,2024-01-13,260.0,280.0,270.0
Clive Green,2024-01-13,100.0,120.0,110.0
Fish Fresh(Rahu),2024-01-13,360.0,370.0,365.0
Fish Fresh(Bachuwa),2024-01-13,260.0,270.0,266.67
Fish Fresh(Chhadi),2024-01-13,240.0,280.0,260.0
Fish Fresh(Mungari),2024-01-13,300.0,320.0,310.0
Tree Tomato,2024-01-13,80.0,90.0,85.0
Tomato Big(Nepali),2024-01-12,40.0,50.0,45.0
Tomato Big(Indian),2024-01-12,50.0,60.0,55.0
Tomato Small(Local),2024-01-12,15.0,20.0,17.67
Tomato Small(Tunnel),2024-01-12,20.0,30.0,24.25
Tomato Small(Terai),2024-01-12,20.0,30.0,25.0
Potato Red,2024-01-12,33.0,35.0,34.0
Potato Red(Indian),2024-01-12,29.0,31.0,30.0
Onion Dry (Indian),2024-01-12,80.0,85.0,82.33
Onion Dry (Chinese),2024-01-12,60.0,65.0,62.33
Carrot(Local),2024-01-12,35.0,40.0,37.67
Carrot(Terai),2024-01-12,25.0,30.0,27.67
Cabbage(Local),2024-01-12,25.0,30.0,27.67
Cabbage(Terai),2024-01-12,20.0,25.0,22.33
Cabbage,2024-01-12,20.0,25.0,22.33
Cauli Local,2024-01-12,30.0,40.0,35.0
Cauli Local(Jyapu),2024-01-12,40.0,50.0,45.0
Cauli Terai,2024-01-12,20.0,25.0,22.33
Raddish Red,2024-01-12,10.0,15.0,12.33
Raddish White(Local),2024-01-12,10.0,15.0,12.33
Raddish White(Hybrid),2024-01-12,15.0,20.0,17.67
Brinjal Long,2024-01-12,40.0,50.0,45.0
Brinjal Round,2024-01-12,50.0,60.0,55.0
Cowpea(Short),2024-01-12,60.0,70.0,65.0
Green Peas,2024-01-12,60.0,70.0,65.0
French Bean(Local),2024-01-12,40.0,50.0,45.0
French Bean(Hybrid),2024-01-12,40.0,50.0,45.0
French Bean(Rajma),2024-01-12,70.0,80.0,75.0
Sword Bean,2024-01-12,30.0,40.0,35.0
Bitter Gourd,2024-01-12,130.0,140.0,135.0
Bottle Gourd,2024-01-12,60.0,70.0,65.0
Pumpkin,2024-01-12,40.0,50.0,45.0
Squash(Long),2024-01-12,50.0,60.0,55.0
Squash(Round),2024-01-12,40.0,50.0,45.0
Turnip,2024-01-12,70.0,80.0,75.0
Okara,2024-01-12,90.0,100.0,95.0
Sweet Potato,2024-01-12,60.0,70.0,65.0
Barela,2024-01-12,30.0,40.0,35.0
Arum,2024-01-12,50.0,60.0,55.0
Christophine,2024-01-12,50.0,60.0,55.0
Brd Leaf Mustard,2024-01-12,30.0,40.0,35.0
Spinach Leaf,2024-01-12,80.0,90.0,85.0
Cress Leaf,2024-01-12,80.0,90.0,85.0
Mustard Leaf,2024-01-12,40.0,50.0,45.0
Fenugreek Leaf,2024-01-12,80.0,90.0,85.0
Onion Green,2024-01-12,90.0,100.0,95.0
Bakula,2024-01-12,60.0,70.0,65.0
Yam,2024-01-12,60.0,70.0,65.0
Mushroom(Kanya),2024-01-12,160.0,180.0,170.0
Mushroom(Button),2024-01-12,350.0,400.0,376.67
Brocauli,2024-01-12,50.0,60.0,55.0
Sugarbeet,2024-01-12,70.0,80.0,75.0
Red Cabbbage,2024-01-12,100.0,120.0,110.0
Lettuce,2024-01-12,80.0,90.0,85.0
Knolkhol,2024-01-12,40.0,50.0,45.0
Celery,2024-01-12,120.0,150.0,135.0
Parseley,2024-01-12,250.0,280.0,265.0
Fennel Leaf,2024-01-12,80.0,90.0,85.0
Mint,2024-01-12,250.0,280.0,265.0
Turnip A,2024-01-12,70.0,80.0,75.0
Tamarind,2024-01-12,140.0,150.0,145.0
Bamboo Shoot,2024-01-12,90.0,100.0,95.0
Tofu,2024-01-12,120.0,130.0,125.0
Gundruk,2024-01-12,250.0,300.0,275.0
Apple(Fuji),2024-01-12,300.0,330.0,315.0
Banana,2024-01-12,130.0,140.0,135.0
Lime,2024-01-12,120.0,130.0,125.0
Pomegranate,2024-01-12,250.0,300.0,275.0
Grapes(Green),2024-01-12,220.0,250.0,235.0
Grapes(Black),2024-01-12,320.0,350.0,335.0
Orange(Nepali),2024-01-12,110.0,130.0,120.0
Water Melon(Green),2024-01-12,60.0,70.0,65.0
Sweet Orange,2024-01-12,120.0,140.0,130.0
Mandarin,2024-01-12,200.0,220.0,210.0
Pineapple,2024-01-12,150.0,180.0,165.0
Cucumber(Local),2024-01-12,120.0,130.0,125.0
Cucumber(Hybrid),2024-01-12,30.0,40.0,35.0
Jack Fruit,2024-01-12,110.0,120.0,115.0
Lemon,2024-01-12,40.0,50.0,45.0
Pear(Chinese),2024-01-12,220.0,250.0,235.0
Papaya(Nepali),2024-01-12,60.0,70.0,65.0
Papaya(Indian),2024-01-12,70.0,80.0,75.0
Guava,2024-01-12,100.0,120.0,110.0
Mombin,2024-01-12,60.0,70.0,65.0
Kinnow,2024-01-12,120.0,140.0,130.0
Strawberry,2024-01-12,400.0,500.0,450.0
Kiwi,2024-01-12,300.0,350.0,325.0
Sarifa,2024-01-12,250.0,300.0,275.0
Avocado,2024-01-12,250.0,300.0,275.0
Amla,2024-01-12,70.0,80.0,75.0
Ginger,2024-01-12,150.0,160.0,155.0
Chilli Dry,2024-01-12,480.0,500.0,490.0
Chilli Green,2024-01-12,60.0,70.0,65.0
Chilli Green(Bullet),2024-01-12,60.0,70.0,65.0
Chilli Green(Machhe),2024-01-12,60.0,70.0,65.0
Capsicum,2024-01-12,80.0,90.0,85.0
Garlic Green,2024-01-12,80.0,90.0,85.0
Coriander Green,2024-01-12,80.0,90.0,85.0
Garlic Dry Chinese,2024-01-12,250.0,260.0,255.0
Garlic Dry Nepali,2024-01-12,260.0,270.0,265.0
Clive Green,2024-01-12,100.0,120.0,110.0
Fish Fresh(Rahu),2024-01-12,360.0,370.0,365.0
Fish Fresh(Bachuwa),2024-01-12,260.0,270.0,265.0
Fish Fresh(Chhadi),2024-01-12,240.0,280.0,260.0
Fish Fresh(Mungari),2024-01-12,300.0,320.0,310.0
Tree Tomato,2024-01-12,80.0,90.0,85.0
Tomato Big(Nepali),2024-01-11,40.0,50.0,45.0
Tomato Big(Indian),2024-01-11,50.0,60.0,55.0
Tomato Small(Local),2024-01-11,10.0,15.0,13.0
Tomato Small(Tunnel),2024-01-11,15.0,20.0,17.5
Tomato Small(Terai),2024-01-11,20.0,25.0,22.5
Potato Red,2024-01-11,33.0,35.0,34.0
Potato Red(Indian),2024-01-11,29.0,31.0,30.0
Onion Dry (Indian),2024-01-11,80.0,85.0,83.0
Onion Dry (Chinese),2024-01-11,60.0,65.0,62.5
Carrot(Local),2024-01-11,35.0,40.0,37.5
Carrot(Terai),2024-01-11,28.0,32.0,30.0
Cabbage(Local),2024-01-11,25.0,35.0,30.0
Cabbage(Terai),2024-01-11,20.0,30.0,25.0
Cabbage,2024-01-11,20.0,30.0,25.0
Cauli Local,2024-01-11,30.0,40.0,35.0
Cauli Local(Jyapu),2024-01-11,40.0,50.0,45.0
Cauli Terai,2024-01-11,25.0,35.0,30.0
Raddish Red,2024-01-11,10.0,15.0,13.33
Raddish White(Local),2024-01-11,10.0,15.0,12.5
Raddish White(Hybrid),2024-01-11,15.0,20.0,17.5
Brinjal Long,2024-01-11,40.0,50.0,45.0
Brinjal Round,2024-01-11,50.0,60.0,55.0
Cowpea(Short),2024-01-11,60.0,70.0,66.67
Green Peas,2024-01-11,60.0,70.0,64.0
French Bean(Local),2024-01-11,40.0,50.0,45.0
French Bean(Hybrid),2024-01-11,40.0,50.0,45.0
French Bean(Rajma),2024-01-11,70.0,80.0,76.67
Sword Bean,2024-01-11,30.0,40.0,35.0
Bitter Gourd,2024-01-11,130.0,140.0,135.0
Bottle Gourd,2024-01-11,60.0,70.0,66.67
Pumpkin,2024-01-11,40.0,50.0,45.0
Squash(Long),2024-01-11,50.0,60.0,55.0
Squash(Round),2024-01-11,40.0,50.0,45.0
Turnip,2024-01-11,70.0,80.0,76.67
Okara,2024-01-11,80.0,90.0,86.0
Sweet Potato,2024-01-11,60.0,70.0,65.0
Barela,2024-01-11,30.0,40.0,35.0
Arum,2024-01-11,50.0,60.0,56.67
Christophine,2024-01-11,60.0,70.0,65.0
Brd Leaf Mustard,2024-01-11,30.0,40.0,35.0
Spinach Leaf,2024-01-11,80.0,90.0,86.67
Cress Leaf,2024-01-11,80.0,90.0,86.67
Mustard Leaf,2024-01-11,40.0,50.0,46.67
Fenugreek Leaf,2024-01-11,80.0,90.0,86.67
Onion Green,2024-01-11,90.0,100.0,96.67
Bakula,2024-01-11,60.0,70.0,66.67
Yam,2024-01-11,60.0,70.0,66.0
Mushroom(Kanya),2024-01-11,140.0,180.0,154.0
Mushroom(Button),2024-01-11,350.0,400.0,375.0
Brocauli,2024-01-11,50.0,60.0,55.0
Sugarbeet,2024-01-11,70.0,80.0,76.67
Red Cabbbage,2024-01-11,100.0,120.0,110.0
Lettuce,2024-01-11,80.0,90.0,86.67
Knolkhol,2024-01-11,40.0,45.0,42.5
Celery,2024-01-11,120.0,150.0,135.0
Parseley,2024-01-11,250.0,280.0,265.0
Fennel Leaf,2024-01-11,80.0,90.0,86.67
Mint,2024-01-11,250.0,280.0,265.0
Turnip A,2024-01-11,70.0,80.0,76.67
Tamarind,2024-01-11,140.0,150.0,146.67
Bamboo Shoot,2024-01-11,90.0,100.0,96.67
Tofu,2024-01-11,120.0,130.0,126.67
Gundruk,2024-01-11,250.0,300.0,275.0
Apple(Fuji),2024-01-11,300.0,330.0,315.0
Banana,2024-01-11,130.0,140.0,135.0
Lime,2024-01-11,120.0,140.0,130.0
Pomegranate,2024-01-11,250.0,300.0,275.0
Grapes(Green),2024-01-11,220.0,250.0,235.0
Grapes(Black),2024-01-11,320.0,350.0,335.0
Orange(Nepali),2024-01-11,110.0,130.0,120.0
Water Melon(Green),2024-01-11,60.0,70.0,65.0
Sweet Orange,2024-01-11,120.0,140.0,130.0
Mandarin,2024-01-11,200.0,220.0,210.0
Pineapple,2024-01-11,150.0,180.0,165.0
Cucumber(Local),2024-01-11,110.0,120.0,115.0
Cucumber(Hybrid),2024-01-11,30.0,40.0,35.0
Jack Fruit,2024-01-11,110.0,120.0,115.0
Lemon,2024-01-11,40.0,50.0,45.0
Pear(Chinese),2024-01-11,220.0,250.0,235.0
Papaya(Nepali),2024-01-11,60.0,70.0,65.0
Papaya(Indian),2024-01-11,70.0,80.0,76.67
Guava,2024-01-11,100.0,120.0,110.0
Mombin,2024-01-11,60.0,70.0,65.0
Kinnow,2024-01-11,120.0,140.0,130.0
Strawberry,2024-01-11,400.0,500.0,450.0
Kiwi,2024-01-11,300.0,350.0,325.0
Sarifa,2024-01-11,250.0,300.0,275.0
Avocado,2024-01-11,250.0,300.0,275.0
Amla,2024-01-11,70.0,80.0,76.67
Ginger,2024-01-11,150.0,160.0,156.67
Chilli Dry,2024-01-11,480.0,500.0,490.0
Chilli Green,2024-01-11,60.0,70.0,65.0
Chilli Green(Bullet),2024-01-11,60.0,70.0,65.0
Chilli Green(Machhe),2024-01-11,60.0,70.0,65.0
Capsicum,2024-01-11,70.0,80.0,76.67
Garlic Green,2024-01-11,90.0,100.0,96.67
Coriander Green,2024-01-11,90.0,100.0,95.0
Garlic Dry Chinese,2024-01-11,250.0,260.0,256.0
Garlic Dry Nepali,2024-01-11,260.0,280.0,270.0
Clive Green,2024-01-11,100.0,120.0,110.0
Fish Fresh(Rahu),2024-01-11,360.0,370.0,365.0
Fish Fresh(Bachuwa),2024-01-11,260.0,270.0,265.0
Fish Fresh(Chhadi),2024-01-11,240.0,280.0,260.0
Fish Fresh(Mungari),2024-01-11,300.0,320.0,310.0
Tree Tomato,2024-01-11,80.0,90.0,86.67
Tomato Big(Nepali),2024-01-10,40.0,50.0,45.0
Tomato Big(Indian),2024-01-10,50.0,60.0,55.0
Tomato Small(Local),2024-01-10,10.0,16.0,12.6
Tomato Small(Tunnel),2024-01-10,20.0,25.0,22.33
Tomato Small(Terai),2024-01-10,20.0,30.0,25.0
Potato Red,2024-01-10,34.0,36.0,35.0
Potato Red(Indian),2024-01-10,30.0,32.0,30.8
Onion Dry (Indian),2024-01-10,85.0,90.0,87.0
Onion Dry (Chinese),2024-01-10,60.0,65.0,62.5
Carrot(Local),2024-01-10,30.0,40.0,35.0
Carrot(Terai),2024-01-10,28.0,35.0,31.0
Cabbage(Local),2024-01-10,30.0,35.0,32.0
Cabbage(Terai),2024-01-10,20.0,30.0,25.0
Cabbage,2024-01-10,20.0,30.0,25.0
Cauli Local,2024-01-10,30.0,40.0,35.0
Cauli Local(Jyapu),2024-01-10,40.0,50.0,45.0
Cauli Terai,2024-01-10,30.0,35.0,32.5
Raddish Red,2024-01-10,10.0,15.0,12.33
Raddish White(Local),2024-01-10,10.0,15.0,12.5
Raddish White(Hybrid),2024-01-10,15.0,20.0,17.5
Brinjal Long,2024-01-10,40.0,50.0,45.0
Brinjal Round,2024-01-10,50.0,60.0,55.0
Cowpea(Short),2024-01-10,60.0,70.0,66.67
Green Peas,2024-01-10,60.0,70.0,65.0
French Bean(Local),2024-01-10,50.0,60.0,55.0
French Bean(Hybrid),2024-01-10,50.0,60.0,55.0
French Bean(Rajma),2024-01-10,70.0,80.0,76.67
Sword Bean,2024-01-10,30.0,40.0,35.0
Bitter Gourd,2024-01-10,120.0,130.0,125.0
Bottle Gourd,2024-01-10,60.0,70.0,66.67
Pumpkin,2024-01-10,40.0,50.0,45.0
Squash(Long),2024-01-10,30.0,40.0,35.0
Squash(Round),2024-01-10,30.0,40.0,35.0
Turnip,2024-01-10,70.0,80.0,76.67
Okara,2024-01-10,110.0,120.0,115.0
Sweet Potato,2024-01-10,60.0,70.0,65.0
Barela,2024-01-10,30.0,40.0,35.0
Arum,2024-01-10,50.0,60.0,56.67
Christophine,2024-01-10,70.0,80.0,75.0
Brd Leaf Mustard,2024-01-10,30.0,40.0,35.0
Spinach Leaf,2024-01-10,90.0,100.0,96.67
Cress Leaf,2024-01-10,90.0,100.0,96.67
Mustard Leaf,2024-01-10,40.0,50.0,46.67
Fenugreek Leaf,2024-01-10,90.0,100.0,96.67
Onion Green,2024-01-10,90.0,100.0,95.0
Bakula,2024-01-10,70.0,80.0,76.67
Yam,2024-01-10,60.0,70.0,65.0
Mushroom(Kanya),2024-01-10,140.0,170.0,158.0
Mushroom(Button),2024-01-10,380.0,420.0,400.0
Brocauli,2024-01-10,50.0,60.0,55.0
Sugarbeet,2024-01-10,70.0,80.0,76.67
Red Cabbbage,2024-01-10,90.0,100.0,96.67
Lettuce,2024-01-10,80.0,90.0,86.67
Knolkhol,2024-01-10,40.0,50.0,46.67
Celery,2024-01-10,100.0,120.0,113.33
Parseley,2024-01-10,220.0,250.0,235.0
Fennel Leaf,2024-01-10,90.0,100.0,96.67
Mint,2024-01-10,220.0,250.0,235.0
Turnip A,2024-01-10,70.0,80.0,76.67
Tamarind,2024-01-10,140.0,150.0,146.67
Bamboo Shoot,2024-01-10,90.0,100.0,96.67
Tofu,2024-01-10,120.0,130.0,126.67
Gundruk,2024-01-10,250.0,300.0,275.0
Apple(Fuji),2024-01-10,300.0,330.0,315.0
Banana,2024-01-10,130.0,140.0,135.0
Lime,2024-01-10,110.0,130.0,120.0
Pomegranate,2024-01-10,300.0,350.0,325.0
Grapes(Green),2024-01-10,220.0,250.0,235.0
Grapes(Black),2024-01-10,320.0,350.0,335.0
Orange(Nepali),2024-01-10,110.0,130.0,120.0
Water Melon(Green),2024-01-10,60.0,70.0,65.0
Sweet Orange,2024-01-10,130.0,140.0,135.0
Mandarin,2024-01-10,150.0,180.0,165.0
Pineapple,2024-01-10,150.0,180.0,165.0
Cucumber(Local),2024-01-10,100.0,110.0,105.0
Cucumber(Hybrid),2024-01-10,30.0,40.0,35.0
Jack Fruit,2024-01-10,110.0,120.0,116.67
Lemon,2024-01-10,40.0,50.0,45.0
Pear(Chinese),2024-01-10,220.0,250.0,235.0
Papaya(Nepali),2024-01-10,60.0,70.0,65.0
Papaya(Indian),2024-01-10,70.0,80.0,76.67
Guava,2024-01-10,100.0,120.0,110.0
Mombin,2024-01-10,60.0,70.0,65.0
Kinnow,2024-01-10,120.0,130.0,125.0
Strawberry,2024-01-10,400.0,500.0,450.0
Kiwi,2024-01-10,300.0,350.0,325.0
Sarifa,2024-01-10,250.0,300.0,275.0
Avocado,2024-01-10,250.0,300.0,275.0
Amla,2024-01-10,80.0,90.0,86.67
Ginger,2024-01-10,150.0,160.0,156.0
Chilli Dry,2024-01-10,480.0,500.0,493.33
Chilli Green,2024-01-10,60.0,70.0,65.0
Chilli Green(Bullet),2024-01-10,60.0,70.0,65.0
Chilli Green(Machhe),2024-01-10,60.0,70.0,65.0
Capsicum,2024-01-10,70.0,80.0,75.0
Garlic Green,2024-01-10,100.0,120.0,110.0
Coriander Green,2024-01-10,90.0,100.0,96.0
Garlic Dry Chinese,2024-01-10,250.0,260.0,255.0
Garlic Dry Nepali,2024-01-10,260.0,280.0,270.0
Clive Green,2024-01-10,100.0,120.0,110.0
Fish Fresh(Rahu),2024-01-10,360.0,370.0,365.0
Fish Fresh(Bachuwa),2024-01-10,260.0,270.0,265.0
Fish Fresh(Chhadi),2024-01-10,240.0,280.0,260.0
Fish Fresh(Mungari),2024-01-10,300.0,320.0,310.0
Tree Tomato,2024-01-10,80.0,90.0,86.67
Tomato Big(Nepali),2024-01-09,40.0,50.0,45.0
Tomato Big(Indian),2024-01-09,50.0,60.0,55.0
Tomato Small(Local),2024-01-09,10.0,16.0,14.0
Tomato Small(Tunnel),2024-01-09,20.0,25.0,22.5
Tomato Small(Terai),2024-01-09,20.0,30.0,24.0
Potato Red,2024-01-09,33.0,35.0,34.0
Potato Red(Indian),2024-01-09,30.0,32.0,31.0
Onion Dry (Indian),2024-01-09,85.0,90.0,87.0
Onion Dry (Chinese),2024-01-09,60.0,65.0,62.5
Carrot(Local),2024-01-09,35.0,40.0,37.5
Carrot(Terai),2024-01-09,25.0,30.0,27.5
Cabbage(Local),2024-01-09,30.0,40.0,35.0
Cabbage(Terai),2024-01-09,20.0,30.0,25.0
Cabbage,2024-01-09,20.0,30.0,25.0
Cauli Local,2024-01-09,25.0,35.0,30.0
Cauli Local(Jyapu),2024-01-09,40.0,50.0,45.0
Cauli Terai,2024-01-09,30.0,35.0,32.5
Raddish Red,2024-01-09,10.0,15.0,12.5
Raddish White(Local),2024-01-09,10.0,15.0,12.5
Raddish White(Hybrid),2024-01-09,15.0,20.0,17.6
Brinjal Long,2024-01-09,30.0,40.0,36.67
Brinjal Round,2024-01-09,40.0,50.0,45.0
Cowpea(Short),2024-01-09,60.0,70.0,65.0
Green Peas,2024-01-09,50.0,60.0,55.0
French Bean(Local),2024-01-09,40.0,50.0,45.0
French Bean(Hybrid),2024-01-09,40.0,50.0,45.0
French Bean(Rajma),2024-01-09,80.0,90.0,86.67
Sword Bean,2024-01-09,30.0,40.0,35.0
Bitter Gourd,2024-01-09,110.0,120.0,116.67
Bottle Gourd,2024-01-09,60.0,70.0,66.0
Pointed Gourd(Terai),2024-01-09,130.0,140.0,135.0
Pumpkin,2024-01-09,40.0,50.0,45.0
Squash(Long),2024-01-09,20.0,30.0,25.0
Squash(Round),2024-01-09,30.0,40.0,35.0
Turnip,2024-01-09,70.0,80.0,76.67
Okara,2024-01-09,110.0,120.0,115.0
Sweet Potato,2024-01-09,60.0,70.0,66.67
Barela,2024-01-09,30.0,40.0,35.0
Arum,2024-01-09,50.0,60.0,56.67
Christophine,2024-01-09,70.0,80.0,76.67
Brd Leaf Mustard,2024-01-09,30.0,40.0,35.0
Spinach Leaf,2024-01-09,90.0,100.0,96.67
Cress Leaf,2024-01-09,90.0,100.0,96.67
Mustard Leaf,2024-01-09,40.0,50.0,45.0
Fenugreek Leaf,2024-01-09,90.0,100.0,96.67
Onion Green,2024-01-09,90.0,100.0,96.67
Bakula,2024-01-09,70.0,80.0,75.0
Yam,2024-01-09,60.0,70.0,66.0
Mushroom(Kanya),2024-01-09,140.0,180.0,160.0
Mushroom(Button),2024-01-09,280.0,320.0,300.0
Brocauli,2024-01-09,40.0,50.0,45.0
Sugarbeet,2024-01-09,60.0,70.0,66.67
Red Cabbbage,2024-01-09,120.0,150.0,135.0
Lettuce,2024-01-09,80.0,90.0,86.67
Knolkhol,2024-01-09,40.0,50.0,45.0
Celery,2024-01-09,120.0,150.0,135.0
Parseley,2024-01-09,220.0,250.0,235.0
Fennel Leaf,2024-01-09,90.0,100.0,95.0
Mint,2024-01-09,220.0,250.0,235.0
Turnip A,2024-01-09,70.0,80.0,76.67
Tamarind,2024-01-09,140.0,150.0,146.67
Bamboo Shoot,2024-01-09,90.0,100.0,96.67
Tofu,2024-01-09,120.0,130.0,126.67
Gundruk,2024-01-09,250.0,300.0,275.0
Apple(Fuji),2024-01-09,300.0,330.0,315.0
Banana,2024-01-09,130.0,140.0,135.0
Lime,2024-01-09,120.0,150.0,136.0
Pomegranate,2024-01-09,300.0,320.0,310.0
Grapes(Green),2024-01-09,220.0,250.0,235.0
Grapes(Black),2024-01-09,320.0,350.0,335.0
Orange(Nepali),2024-01-09,110.0,130.0,120.0
Water Melon(Green),2024-01-09,60.0,70.0,65.0
Sweet Orange,2024-01-09,120.0,140.0,130.0
Mandarin,2024-01-09,220.0,250.0,235.0
Pineapple,2024-01-09,150.0,180.0,165.0
Cucumber(Local),2024-01-09,110.0,120.0,115.0
Cucumber(Hybrid),2024-01-09,25.0,35.0,30.0
Jack Fruit,2024-01-09,110.0,120.0,115.0
Lemon,2024-01-09,40.0,50.0,45.0
Pear(Chinese),2024-01-09,220.0,250.0,235.0
Papaya(Nepali),2024-01-09,60.0,70.0,66.67
Papaya(Indian),2024-01-09,70.0,80.0,76.67
Guava,2024-01-09,100.0,120.0,110.0
Mombin,2024-01-09,60.0,70.0,65.0
Kinnow,2024-01-09,120.0,140.0,130.0
Strawberry,2024-01-09,400.0,500.0,450.0
Kiwi,2024-01-09,250.0,300.0,275.0
Sarifa,2024-01-09,250.0,300.0,275.0
Avocado,2024-01-09,250.0,300.0,275.0
Amla,2024-01-09,80.0,90.0,85.0
Ginger,2024-01-09,150.0,160.0,155.0
Chilli Dry,2024-01-09,480.0,500.0,490.0
Chilli Green,2024-01-09,60.0,70.0,65.0
Chilli Green(Bullet),2024-01-09,60.0,70.0,66.67
Chilli Green(Machhe),2024-01-09,60.0,70.0,65.0
Chilli Green(Akbare),2024-01-09,550.0,600.0,575.0
Capsicum,2024-01-09,60.0,70.0,65.0
Garlic Green,2024-01-09,110.0,120.0,115.0
Coriander Green,2024-01-09,100.0,120.0,110.0
Garlic Dry Chinese,2024-01-09,250.0,270.0,258.0
Garlic Dry Nepali,2024-01-09,260.0,280.0,270.0
Clive Green,2024-01-09,100.0,120.0,110.0
Fish Fresh(Rahu),2024-01-09,360.0,370.0,365.0
Fish Fresh(Bachuwa),2024-01-09,260.0,270.0,265.0
Fish Fresh(Chhadi),2024-01-09,240.0,280.0,260.0
Fish Fresh(Mungari),2024-01-09,300.0,320.0,310.0
Tree Tomato,2024-01-09,80.0,90.0,86.67
Tomato Big(Nepali),2024-01-08,40.0,50.0,45.0
Tomato Big(Indian),2024-01-08,40.0,50.0,45.0
Tomato Small(Local),2024-01-08,10.0,18.0,14.8
Tomato Small(Tunnel),2024-01-08,12.0,22.0,16.0
Tomato Small(Terai),2024-01-08,15.0,25.0,20.0
Potato Red,2024-01-08,34.0,36.0,35.0
Potato Red(Indian),2024-01-08,30.0,32.0,31.0
Onion Dry (Indian),2024-01-08,90.0,95.0,92.4
Onion Dry (Chinese),2024-01-08,60.0,65.0,62.5
Carrot(Local),2024-01-08,35.0,40.0,38.0
Cabbage(Local),2024-01-08,30.0,40.0,35.0
Cabbage(Terai),2024-01-08,20.0,30.0,25.0
Cabbage,2024-01-08,20.0,30.0,25.0
Cauli Local,2024-01-08,25.0,35.0,30.0
Cauli Local(Jyapu),2024-01-08,40.0,50.0,45.0
Cauli Terai,2024-01-08,20.0,30.0,25.0
Raddish Red,2024-01-08,10.0,15.0,13.33
Raddish White(Local),2024-01-08,10.0,15.0,12.5
Raddish White(Hybrid),2024-01-08,15.0,20.0,17.5
Brinjal Long,2024-01-08,30.0,40.0,35.0
Brinjal Round,2024-01-08,40.0,50.0,45.0
Cowpea(Short),2024-01-08,70.0,80.0,76.67
Green Peas,2024-01-08,70.0,80.0,75.0
French Bean(Local),2024-01-08,40.0,50.0,45.0
French Bean(Hybrid),2024-01-08,40.0,50.0,45.0
French Bean(Rajma),2024-01-08,80.0,90.0,86.67
Sword Bean,2024-01-08,30.0,40.0,36.67
Bitter Gourd,2024-01-08,110.0,120.0,116.67
Bottle Gourd,2024-01-08,55.0,60.0,58.33
Pointed Gourd(Terai),2024-01-08,120.0,130.0,125.0
Pumpkin,2024-01-08,40.0,50.0,45.0
Squash(Long),2024-01-08,20.0,30.0,25.0
Squash(Round),2024-01-08,30.0,40.0,35.0
Turnip,2024-01-08,70.0,80.0,76.67
Okara,2024-01-08,90.0,100.0,95.0
Sweet Potato,2024-01-08,60.0,70.0,65.0
Barela,2024-01-08,30.0,40.0,35.0
Arum,2024-01-08,50.0,60.0,56.67
Christophine,2024-01-08,60.0,70.0,66.67
Brd Leaf Mustard,2024-01-08,30.0,40.0,35.0
Spinach Leaf,2024-01-08,90.0,100.0,96.67
Cress Leaf,2024-01-08,90.0,100.0,96.67
Mustard Leaf,2024-01-08,40.0,50.0,46.67
Fenugreek Leaf,2024-01-08,90.0,100.0,96.67
Onion Green,2024-01-08,90.0,100.0,95.0
Bakula,2024-01-08,70.0,80.0,75.0
Yam,2024-01-08,60.0,70.0,65.0
Mushroom(Kanya),2024-01-08,170.0,200.0,184.0
Mushroom(Button),2024-01-08,280.0,320.0,300.0
Brocauli,2024-01-08,50.0,60.0,55.0
Sugarbeet,2024-01-08,70.0,80.0,76.67
Red Cabbbage,2024-01-08,120.0,150.0,135.0
Lettuce,2024-01-08,80.0,90.0,86.67
Knolkhol,2024-01-08,40.0,50.0,46.67
Celery,2024-01-08,120.0,150.0,135.0
Parseley,2024-01-08,220.0,250.0,235.0
Fennel Leaf,2024-01-08,90.0,100.0,96.67
Mint,2024-01-08,220.0,250.0,235.0
Turnip A,2024-01-08,70.0,80.0,76.67
Tamarind,2024-01-08,140.0,150.0,146.67
Bamboo Shoot,2024-01-08,90.0,100.0,96.67
Tofu,2024-01-08,120.0,130.0,126.67
Gundruk,2024-01-08,250.0,300.0,275.0
Apple(Fuji),2024-01-08,300.0,330.0,315.0
Banana,2024-01-08,130.0,140.0,136.67
Lime,2024-01-08,120.0,150.0,136.0
Pomegranate,2024-01-08,300.0,350.0,325.0
Grapes(Green),2024-01-08,220.0,250.0,235.0
Grapes(Black),2024-01-08,320.0,350.0,335.0
Orange(Nepali),2024-01-08,110.0,130.0,120.0
Water Melon(Green),2024-01-08,60.0,70.0,65.0
Sweet Orange,2024-01-08,120.0,150.0,135.0
Mandarin,2024-01-08,220.0,250.0,235.0
Pineapple,2024-01-08,150.0,180.0,165.0
Cucumber(Local),2024-01-08,110.0,120.0,115.0
